# coordinator_comparison mode=gossip n=40 duration_secs=20 decision_rate_hz=50 load_update_rate_hz=10 warmup_secs=6
# warmup 29/40 29/40 29/40 29/40 29/40 29/40 29/40 29/40 29/40 29/40 29/40 29/40 → client sees 29 workers, 29 peers; broker has 0 peers
mode,n,decision_idx,perceived_load,true_load,decision_us,is_misroute
gossip,40,73,0,0,26,false
gossip,40,74,0,0,57,false
gossip,40,75,0,0,34,false
gossip,40,76,0,0,31,false
gossip,40,77,2,2,23,false
gossip,40,78,2,2,25,false
gossip,40,79,2,2,32,false
gossip,40,80,2,2,27,false
gossip,40,81,2,2,73,false
gossip,40,82,4,4,58,false
gossip,40,83,4,4,28,false
gossip,40,84,4,4,26,false
gossip,40,85,4,4,57,false
gossip,40,86,9,9,91,false
gossip,40,87,9,9,26,false
gossip,40,88,9,9,42,false
gossip,40,89,9,9,35,false
gossip,40,90,9,9,32,false
gossip,40,91,10,10,45,false
gossip,40,92,10,10,30,false
gossip,40,93,10,10,50,false
gossip,40,94,10,10,43,false
gossip,40,95,6,6,24,false
gossip,40,96,6,6,31,false
gossip,40,97,6,6,33,false
gossip,40,98,6,6,29,false
gossip,40,99,6,6,28,false
gossip,40,100,3,3,28,false
gossip,40,101,3,3,33,false
gossip,40,102,3,3,28,false
gossip,40,103,3,3,34,false
gossip,40,104,1,1,40,false
gossip,40,105,1,1,59,false
gossip,40,106,1,1,41,false
gossip,40,107,1,1,33,false
gossip,40,108,1,1,34,false
gossip,40,109,4,4,51,false
gossip,40,110,4,4,46,false
gossip,40,111,4,4,42,false
gossip,40,112,4,4,39,false
gossip,40,113,9,9,27,false
gossip,40,114,9,9,44,false
gossip,40,115,9,9,46,false
gossip,40,116,9,9,36,false
gossip,40,117,9,9,34,false
gossip,40,118,12,12,64,false
gossip,40,119,12,12,41,false
gossip,40,120,12,12,39,false
gossip,40,121,12,12,79,false
gossip,40,122,13,13,110,false
gossip,40,123,13,13,54,false
gossip,40,124,13,13,53,false
gossip,40,125,13,13,54,false
gossip,40,126,13,13,50,false
gossip,40,127,16,16,45,false
gossip,40,128,16,16,53,false
gossip,40,129,16,16,231,false
gossip,40,130,16,16,44,false
gossip,40,131,18,18,54,false
gossip,40,132,18,18,33,false
gossip,40,133,18,18,47,false
gossip,40,134,18,18,51,false
gossip,40,135,18,18,26,false
gossip,40,136,16,16,32,false
gossip,40,137,16,16,43,false
gossip,40,138,16,16,49,false
gossip,40,139,16,16,66,false
gossip,40,140,20,20,562,false
gossip,40,141,20,20,34,false
gossip,40,142,20,20,34,false
gossip,40,143,20,20,33,false
gossip,40,144,20,20,42,false
gossip,40,145,21,21,51,false
gossip,40,146,21,21,43,false
gossip,40,147,21,21,48,false
gossip,40,148,21,21,27,false
gossip,40,149,22,22,72,false
gossip,40,150,22,22,30,false
gossip,40,151,22,22,26,false
gossip,40,152,22,22,26,false
gossip,40,153,22,22,55,false
gossip,40,154,21,21,44,false
gossip,40,155,21,21,48,false
gossip,40,156,21,21,36,false
gossip,40,157,21,21,57,false
gossip,40,158,19,19,23,false
gossip,40,159,19,19,41,false
gossip,40,160,19,19,42,false
gossip,40,161,19,19,34,false
gossip,40,162,19,19,27,false
gossip,40,163,16,16,15,false
gossip,40,164,16,16,31,false
gossip,40,165,16,16,56,false
gossip,40,166,16,16,56,false
gossip,40,167,16,18,32,false
gossip,40,168,18,18,190,false
gossip,40,169,18,18,42,false
gossip,40,170,18,18,31,false
gossip,40,171,18,18,216,false
gossip,40,172,23,23,34,false
gossip,40,173,23,23,31,false
gossip,40,174,23,23,78,false
gossip,40,175,23,23,34,false
gossip,40,176,23,23,72,false
gossip,40,177,21,21,109,false
gossip,40,178,21,21,43,false
gossip,40,179,21,21,33,false
gossip,40,180,21,21,57,false
gossip,40,181,5,5,1487,false
gossip,40,182,5,5,26,false
gossip,40,183,2,2,15,false
gossip,40,184,2,2,20,false
gossip,40,185,2,2,16,false
gossip,40,186,0,0,16,false
gossip,40,187,0,0,17,false
gossip,40,188,0,0,13,false
gossip,40,189,0,0,13,false
gossip,40,190,0,0,45,false
gossip,40,191,0,0,22,false
gossip,40,192,0,0,15,false
gossip,40,193,0,0,18,false
gossip,40,194,0,2,13,false
gossip,40,195,2,2,87,false
gossip,40,196,2,2,66,false
gossip,40,197,2,2,36,false
gossip,40,198,2,6,31,true
gossip,40,199,6,6,15,false
gossip,40,200,6,6,16,false
gossip,40,201,6,6,66,false
gossip,40,202,6,3,45,false
gossip,40,203,3,3,15,false
gossip,40,204,3,3,12,false
gossip,40,205,3,3,77,false
gossip,40,206,3,3,78,false
gossip,40,207,1,1,36,false
gossip,40,208,1,1,14,false
gossip,40,209,1,1,12,false
gossip,40,210,1,1,117,false
gossip,40,211,1,0,548,false
gossip,40,212,0,0,15,false
gossip,40,213,0,0,16,false
gossip,40,214,0,0,68,false
gossip,40,215,0,0,60,false
gossip,40,216,0,0,17,false
gossip,40,217,0,0,17,false
gossip,40,218,0,0,15,false
gossip,40,219,0,0,82,false
gossip,40,220,1,1,53,false
gossip,40,221,1,1,16,false
gossip,40,222,1,1,16,false
gossip,40,223,1,1,13,false
gossip,40,224,1,0,57,false
gossip,40,225,0,0,15,false
gossip,40,226,0,0,18,false
gossip,40,227,0,0,74,false
gossip,40,228,0,0,42,false
gossip,40,229,0,2,57,false
gossip,40,230,2,2,16,false
gossip,40,231,2,2,101,false
gossip,40,232,2,2,72,false
gossip,40,233,2,0,77,false
gossip,40,234,0,0,17,false
gossip,40,235,0,0,24,false
gossip,40,236,0,0,57,false
gossip,40,237,0,0,63,false
gossip,40,238,0,0,23,false
gossip,40,239,0,0,27,false
gossip,40,240,0,0,43,false
gossip,40,241,0,0,36,false
gossip,40,242,5,5,33,false
gossip,40,243,5,5,18,false
gossip,40,244,5,5,17,false
gossip,40,245,5,5,82,false
gossip,40,246,5,10,59,true
gossip,40,247,10,10,31,false
gossip,40,248,10,10,18,false
gossip,40,249,10,10,13,false
gossip,40,250,10,10,62,false
gossip,40,251,10,6,41,false
gossip,40,252,6,6,16,false
gossip,40,253,6,6,14,false
gossip,40,254,6,6,73,false
gossip,40,255,6,6,42,false
gossip,40,256,11,11,17,false
gossip,40,257,11,11,19,false
gossip,40,258,11,11,97,false
gossip,40,259,11,11,70,false
gossip,40,260,11,11,101,false
gossip,40,261,11,11,20,false
gossip,40,262,11,11,18,false
gossip,40,263,11,11,40,false
gossip,40,264,11,7,74,false
gossip,40,265,7,7,62,false
gossip,40,266,7,7,58,false
gossip,40,267,7,7,32,false
gossip,40,268,7,7,16,false
gossip,40,269,7,7,13,false
gossip,40,270,7,7,54,false
gossip,40,271,7,7,38,false
gossip,40,272,7,7,37,false
gossip,40,273,7,7,15,false
gossip,40,274,7,7,56,false
gossip,40,275,7,7,106,false
gossip,40,276,7,10,32,true
gossip,40,277,10,10,18,false
gossip,40,278,10,10,14,false
gossip,40,279,10,10,72,false
gossip,40,280,10,6,55,false
gossip,40,281,6,6,31,false
gossip,40,282,6,6,18,false
gossip,40,283,6,6,79,false
gossip,40,284,6,6,41,false
gossip,40,285,6,9,276,true
gossip,40,286,9,9,13,false
gossip,40,287,9,9,16,false
gossip,40,288,9,9,57,false
gossip,40,289,9,9,42,false
gossip,40,290,5,5,46,false
gossip,40,291,5,5,21,false
gossip,40,292,5,5,61,false
gossip,40,293,5,5,41,false
gossip,40,294,9,9,40,false
gossip,40,295,9,9,17,false
gossip,40,296,9,9,62,false
gossip,40,297,9,9,77,false
gossip,40,298,9,7,42,false
gossip,40,299,7,7,17,false
gossip,40,300,7,7,14,false
gossip,40,301,7,7,73,false
gossip,40,302,7,9,81,false
gossip,40,303,9,9,14,false
gossip,40,304,9,9,16,false
gossip,40,305,9,9,60,false
gossip,40,306,9,9,40,false
gossip,40,307,9,11,39,false
gossip,40,308,11,11,16,false
gossip,40,309,11,11,14,false
gossip,40,310,11,11,75,false
gossip,40,311,11,8,49,false
gossip,40,312,8,8,18,false
gossip,40,313,8,8,15,false
gossip,40,314,8,8,12,false
gossip,40,315,8,8,101,false
gossip,40,316,6,6,21,false
gossip,40,317,6,6,15,false
gossip,40,318,6,6,13,false
gossip,40,319,6,6,108,false
gossip,40,320,6,3,59,false
gossip,40,321,3,3,17,false
gossip,40,322,3,3,17,false
gossip,40,323,3,3,67,false
gossip,40,324,3,3,73,false
gossip,40,325,6,6,36,false
gossip,40,326,6,6,14,false
gossip,40,327,6,6,65,false
gossip,40,328,6,6,56,false
gossip,40,329,6,8,33,false
gossip,40,330,8,8,16,false
gossip,40,331,8,8,12,false
gossip,40,332,8,8,110,false
gossip,40,333,8,5,79,false
gossip,40,334,5,5,18,false
gossip,40,335,5,5,16,false
gossip,40,336,5,5,12,false
gossip,40,337,5,5,14,false
gossip,40,338,5,5,16,false
gossip,40,339,5,5,18,false
gossip,40,340,5,5,11,false
gossip,40,341,2,2,17,false
gossip,40,342,2,2,60,false
gossip,40,343,2,2,65,false
gossip,40,344,2,4,16,false
gossip,40,345,4,4,16,false
gossip,40,346,4,4,15,false
gossip,40,347,4,4,62,false
gossip,40,348,4,4,55,false
gossip,40,349,4,4,16,false
gossip,40,350,4,4,22,false
gossip,40,351,4,4,75,false
gossip,40,352,4,7,43,true
gossip,40,353,7,7,92,false
gossip,40,354,7,7,17,false
gossip,40,355,7,7,12,false
gossip,40,356,7,7,49,false
gossip,40,357,5,5,55,false
gossip,40,358,5,5,17,false
gossip,40,359,5,5,14,false
gossip,40,360,5,5,73,false
gossip,40,361,5,5,82,false
gossip,40,362,9,9,34,false
gossip,40,363,9,9,17,false
gossip,40,364,9,9,13,false
gossip,40,365,9,9,93,false
gossip,40,366,9,10,40,false
gossip,40,367,10,10,16,false
gossip,40,368,10,10,14,false
gossip,40,369,10,10,59,false
gossip,40,370,10,6,50,false
gossip,40,371,6,6,18,false
gossip,40,372,6,6,16,false
gossip,40,373,6,6,65,false
gossip,40,374,6,6,62,false
gossip,40,375,3,3,41,false
gossip,40,376,3,3,17,false
gossip,40,377,3,3,11,false
gossip,40,378,3,3,60,false
gossip,40,379,3,8,42,true
gossip,40,380,8,8,16,false
gossip,40,381,8,8,17,false
gossip,40,382,8,8,66,false
gossip,40,383,8,6,63,false
gossip,40,384,5,5,17,false
gossip,40,385,5,5,15,false
gossip,40,386,5,5,10,false
gossip,40,387,5,2,56,false
gossip,40,388,2,2,17,false
gossip,40,389,2,2,14,false
gossip,40,390,2,2,63,false
gossip,40,391,2,2,79,false
gossip,40,392,0,0,41,false
gossip,40,393,0,0,18,false
gossip,40,394,0,0,14,false
gossip,40,395,0,0,62,false
gossip,40,396,0,3,39,true
gossip,40,397,3,3,18,false
gossip,40,398,3,3,57,false
gossip,40,399,3,3,52,false
gossip,40,400,3,8,82,true
gossip,40,401,8,8,17,false
gossip,40,402,8,8,15,false
gossip,40,403,8,8,43,false
gossip,40,404,8,8,12,false
gossip,40,405,8,8,64,false
gossip,40,406,8,8,77,false
gossip,40,407,10,10,38,false
gossip,40,408,10,10,63,false
gossip,40,409,10,10,16,false
gossip,40,410,10,10,32,false
gossip,40,411,10,10,72,false
gossip,40,412,10,10,42,false
gossip,40,413,14,14,43,false
gossip,40,414,14,14,14,false
gossip,40,415,14,14,13,false
gossip,40,416,14,14,67,false
gossip,40,417,18,18,21,false
gossip,40,418,18,18,15,false
gossip,40,419,18,18,63,false
gossip,40,420,15,15,16,false
gossip,40,421,15,15,14,false
gossip,40,422,15,15,11,false
gossip,40,423,15,15,148,false
gossip,40,424,11,11,14,false
gossip,40,425,11,11,14,false
gossip,40,426,11,11,13,false
gossip,40,427,11,11,61,false
gossip,40,428,12,12,44,false
gossip,40,429,12,12,17,false
gossip,40,430,12,12,29,false
gossip,40,431,12,12,13,false
gossip,40,432,12,11,60,false
gossip,40,433,11,11,14,false
gossip,40,434,11,11,14,false
gossip,40,435,11,11,75,false
gossip,40,436,7,7,43,false
gossip,40,437,7,7,17,false
gossip,40,438,7,7,12,false
gossip,40,439,7,7,71,false
gossip,40,440,7,6,60,false
gossip,40,441,6,6,17,false
gossip,40,442,6,6,14,false
gossip,40,443,6,6,18,false
gossip,40,444,6,3,19,false
gossip,40,445,3,3,17,false
gossip,40,446,3,3,15,false
gossip,40,447,3,3,16,false
gossip,40,448,3,3,70,false
gossip,40,449,6,6,44,false
gossip,40,450,6,6,14,false
gossip,40,451,6,6,11,false
gossip,40,452,6,6,66,false
gossip,40,453,6,4,108,false
gossip,40,454,4,4,17,false
gossip,40,455,4,4,13,false
gossip,40,456,4,4,89,false
gossip,40,457,4,4,93,false
gossip,40,458,4,4,17,false
gossip,40,459,4,4,14,false
gossip,40,460,4,4,82,false
gossip,40,461,4,2,37,false
gossip,40,462,2,2,16,false
gossip,40,463,2,2,13,false
gossip,40,464,2,2,69,false
gossip,40,465,2,2,90,false
gossip,40,466,2,3,42,false
gossip,40,467,3,3,15,false
gossip,40,468,3,3,68,false
gossip,40,469,3,3,63,false
gossip,40,470,4,4,43,false
gossip,40,471,4,4,17,false
gossip,40,472,4,4,13,false
gossip,40,473,4,4,73,false
gossip,40,474,4,1,77,false
gossip,40,475,1,1,14,false
gossip,40,476,1,1,15,false
gossip,40,477,1,1,14,false
gossip,40,478,1,1,55,false
gossip,40,479,1,5,40,true
gossip,40,480,5,5,15,false
gossip,40,481,5,5,20,false
gossip,40,482,5,5,56,false
gossip,40,483,5,5,56,false
gossip,40,484,2,2,37,false
gossip,40,485,2,2,16,false
gossip,40,486,2,2,12,false
gossip,40,487,2,2,65,false
gossip,40,488,2,5,46,true
gossip,40,489,5,5,17,false
gossip,40,490,5,5,19,false
gossip,40,491,5,5,72,false
gossip,40,492,5,8,35,true
gossip,40,493,8,8,14,false
gossip,40,494,8,8,18,false
gossip,40,495,8,8,92,false
gossip,40,496,8,8,61,false
gossip,40,497,8,8,45,false
gossip,40,498,8,8,16,false
gossip,40,499,8,8,15,false
gossip,40,500,8,8,65,false
gossip,40,501,8,4,76,false
gossip,40,502,4,4,16,false
gossip,40,503,4,4,11,false
gossip,40,504,4,4,64,false
gossip,40,505,4,7,54,true
gossip,40,506,7,7,16,false
gossip,40,507,7,7,16,false
gossip,40,508,7,7,12,false
gossip,40,509,7,7,68,false
gossip,40,510,3,3,31,false
gossip,40,511,3,3,15,false
gossip,40,512,3,3,13,false
gossip,40,513,3,3,82,false
gossip,40,514,5,5,51,false
gossip,40,515,5,5,19,false
gossip,40,516,5,5,12,false
gossip,40,517,5,5,69,false
gossip,40,518,5,7,78,false
gossip,40,519,7,7,16,false
gossip,40,520,7,7,13,false
gossip,40,521,7,7,79,false
gossip,40,522,7,7,39,false
gossip,40,523,7,8,15,false
gossip,40,524,8,8,14,false
gossip,40,525,8,8,60,false
gossip,40,526,8,8,65,false
gossip,40,527,7,7,33,false
gossip,40,528,4,4,16,false
gossip,40,529,4,4,15,false
gossip,40,530,4,4,69,false
gossip,40,531,4,4,62,false
gossip,40,532,4,8,17,true
gossip,40,533,8,8,14,false
gossip,40,534,8,8,10,false
gossip,40,535,8,8,61,false
gossip,40,536,8,13,41,true
gossip,40,537,11,11,15,false
gossip,40,538,11,11,13,false
gossip,40,539,11,11,65,false
gossip,40,540,11,11,65,false
gossip,40,541,11,11,35,false
gossip,40,542,11,11,20,false
gossip,40,543,11,11,10,false
gossip,40,544,11,11,65,false
gossip,40,545,11,11,44,false
gossip,40,546,10,10,14,false
gossip,40,547,10,10,19,false
gossip,40,548,10,10,57,false
gossip,40,549,8,8,49,false
gossip,40,550,8,8,16,false
gossip,40,551,8,8,17,false
gossip,40,552,8,8,97,false
gossip,40,553,8,8,87,false
gossip,40,554,9,9,38,false
gossip,40,555,9,9,12,false
gossip,40,556,9,9,22,false
gossip,40,557,9,9,74,false
gossip,40,558,6,6,58,false
gossip,40,559,6,6,15,false
gossip,40,560,6,6,13,false
gossip,40,561,6,6,67,false
gossip,40,562,6,11,46,true
gossip,40,563,11,11,36,false
gossip,40,564,11,11,14,false
gossip,40,565,11,11,12,false
gossip,40,566,11,11,67,false
gossip,40,567,7,7,49,false
gossip,40,568,7,7,13,false
gossip,40,569,7,7,23,false
gossip,40,570,7,7,69,false
gossip,40,571,7,11,47,true
gossip,40,572,9,9,46,false
gossip,40,573,9,9,13,false
gossip,40,574,9,9,15,false
gossip,40,575,9,11,47,false
gossip,40,576,9,9,19,false
gossip,40,577,9,9,25,false
gossip,40,578,9,9,16,false
gossip,40,579,9,9,60,false
gossip,40,580,9,8,38,false
gossip,40,581,8,8,17,false
gossip,40,582,8,8,14,false
gossip,40,583,8,8,63,false
gossip,40,584,8,8,85,false
gossip,40,585,4,4,15,false
gossip,40,586,4,4,16,false
gossip,40,587,4,4,55,false
gossip,40,588,4,4,59,false
gossip,40,589,4,2,40,false
gossip,40,590,2,2,16,false
gossip,40,591,2,2,15,false
gossip,40,592,2,2,68,false
gossip,40,593,2,6,36,true
gossip,40,594,3,3,42,false
gossip,40,595,3,3,15,false
gossip,40,596,3,3,12,false
gossip,40,597,3,3,48,false
gossip,40,598,3,3,35,false
gossip,40,599,3,3,22,false
gossip,40,600,3,3,14,false
gossip,40,601,3,3,52,false
gossip,40,602,5,5,1558,false
gossip,40,603,5,5,15,false
gossip,40,604,5,5,17,false
gossip,40,605,5,5,11,false
gossip,40,606,5,5,49,false
gossip,40,607,5,5,18,false
gossip,40,608,5,5,15,false
gossip,40,609,5,5,15,false
gossip,40,610,5,5,53,false
gossip,40,611,5,8,22,true
gossip,40,612,8,8,20,false
gossip,40,613,8,8,19,false
gossip,40,614,8,8,15,false
gossip,40,615,7,7,15,false
gossip,40,616,7,7,17,false
gossip,40,617,7,7,19,false
gossip,40,618,7,7,16,false
gossip,40,619,7,7,13,false
gossip,40,620,6,6,17,false
gossip,40,621,6,6,20,false
gossip,40,622,6,6,17,false
gossip,40,623,6,6,13,false
gossip,40,624,6,8,14,false
gossip,40,625,6,6,19,false
gossip,40,626,6,6,24,false
gossip,40,627,6,6,15,false
gossip,40,628,6,4,19,false
gossip,40,629,4,4,15,false
gossip,40,630,4,4,15,false
gossip,40,631,4,4,16,false
gossip,40,632,4,4,14,false
gossip,40,633,4,3,14,false
gossip,40,634,3,3,17,false
gossip,40,635,3,3,15,false
gossip,40,636,3,3,18,false
gossip,40,637,3,7,45,true
gossip,40,638,7,7,17,false
gossip,40,639,7,7,17,false
gossip,40,640,7,7,11,false
gossip,40,641,7,7,14,false
gossip,40,642,7,11,54,true
gossip,40,643,9,9,18,false
gossip,40,644,9,9,14,false
gossip,40,645,9,9,14,false
gossip,40,646,9,12,18,true
gossip,40,647,11,11,17,false
gossip,40,648,11,11,17,false
gossip,40,649,11,11,19,false
gossip,40,650,14,14,19,false
gossip,40,651,14,14,19,false
gossip,40,652,14,14,22,false
gossip,40,653,14,14,12,false
gossip,40,654,10,10,17,false
gossip,40,655,10,10,18,false
gossip,40,656,10,10,12,false
gossip,40,657,10,10,12,false
gossip,40,658,10,12,69,false
gossip,40,659,12,12,18,false
gossip,40,660,12,12,17,false
gossip,40,661,12,12,12,false
gossip,40,662,12,13,11,false
gossip,40,663,13,13,17,false
gossip,40,664,13,13,18,false
gossip,40,665,13,13,12,false
gossip,40,666,13,13,13,false
gossip,40,667,9,9,14,false
gossip,40,668,9,9,16,false
gossip,40,669,9,9,18,false
gossip,40,670,9,9,10,false
gossip,40,671,9,9,21,false
gossip,40,672,10,10,17,false
gossip,40,673,10,10,17,false
gossip,40,674,10,10,13,false
gossip,40,675,10,10,12,false
gossip,40,676,10,11,12,false
gossip,40,677,11,11,18,false
gossip,40,678,11,11,15,false
gossip,40,679,11,11,13,false
gossip,40,680,11,11,13,false
gossip,40,681,15,15,15,false
gossip,40,682,15,15,15,false
gossip,40,683,15,15,14,false
gossip,40,684,15,15,11,false
gossip,40,685,14,14,19,false
gossip,40,686,14,14,16,false
gossip,40,687,14,14,14,false
gossip,40,688,14,14,13,false
gossip,40,689,14,14,14,false
gossip,40,690,13,13,15,false
gossip,40,691,13,13,15,false
gossip,40,692,13,13,11,false
gossip,40,693,13,13,10,false
gossip,40,694,13,15,13,false
gossip,40,695,15,15,16,false
gossip,40,696,15,15,21,false
gossip,40,697,15,15,10,false
gossip,40,698,15,15,66,false
gossip,40,699,17,17,36,false
gossip,40,700,17,17,16,false
gossip,40,701,17,17,14,false
gossip,40,702,17,17,12,false
gossip,40,703,17,22,76,true
gossip,40,704,19,19,16,false
gossip,40,705,19,19,15,false
gossip,40,706,19,19,11,false
gossip,40,707,19,22,11,true
gossip,40,708,18,18,16,false
gossip,40,709,18,18,15,false
gossip,40,710,18,18,14,false
gossip,40,711,18,18,12,false
gossip,40,712,16,16,17,false
gossip,40,713,16,16,16,false
gossip,40,714,16,16,18,false
gossip,40,715,16,16,11,false
gossip,40,716,16,16,11,false
gossip,40,717,15,15,16,false
gossip,40,718,15,15,17,false
gossip,40,719,15,15,12,false
gossip,40,720,15,15,11,false
gossip,40,721,15,20,10,true
gossip,40,722,20,20,17,false
gossip,40,723,20,20,15,false
gossip,40,724,20,20,12,false
gossip,40,725,20,20,12,false
gossip,40,726,20,20,15,false
gossip,40,727,20,20,17,false
gossip,40,728,20,20,14,false
gossip,40,729,20,20,16,false
gossip,40,730,20,19,12,false
gossip,40,731,19,20,50,false
gossip,40,732,20,20,17,false
gossip,40,733,20,20,13,false
gossip,40,734,20,20,12,false
gossip,40,735,20,20,12,false
gossip,40,736,18,18,16,false
gossip,40,737,18,18,16,false
gossip,40,738,18,18,14,false
gossip,40,739,18,18,9,false
gossip,40,740,18,20,15,false
gossip,40,741,18,18,17,false
gossip,40,742,17,17,16,false
gossip,40,743,17,17,16,false
gossip,40,744,17,17,13,false
gossip,40,745,17,17,16,false
gossip,40,746,17,17,17,false
gossip,40,747,18,18,16,false
gossip,40,748,16,16,17,false
gossip,40,749,16,16,12,false
gossip,40,750,16,16,11,false
gossip,40,751,16,16,11,false
gossip,40,752,18,18,18,false
gossip,40,753,18,18,25,false
gossip,40,754,18,18,13,false
gossip,40,755,18,15,17,false
gossip,40,756,15,15,14,false
gossip,40,757,15,15,15,false
gossip,40,758,19,19,19,false
gossip,40,759,19,19,17,false
gossip,40,760,19,19,13,false
gossip,40,761,15,15,49,false
gossip,40,762,13,13,43,false
gossip,40,763,17,17,26,false
gossip,40,764,19,19,103,false
gossip,40,765,19,19,21,false
gossip,40,766,19,19,14,false
gossip,40,767,19,19,12,false
gossip,40,768,19,20,56,false
gossip,40,769,20,20,17,false
gossip,40,770,20,20,18,false
gossip,40,771,20,20,13,false
gossip,40,772,20,17,67,false
gossip,40,773,17,17,25,false
gossip,40,774,17,17,14,false
gossip,40,775,17,17,12,false
gossip,40,776,17,17,67,false
gossip,40,777,17,17,23,false
gossip,40,778,17,17,18,false
gossip,40,779,17,17,13,false
gossip,40,780,17,17,11,false
gossip,40,781,17,18,14,false
gossip,40,782,18,18,18,false
gossip,40,783,18,18,11,false
gossip,40,784,18,18,10,false
gossip,40,785,18,18,64,false
gossip,40,786,17,17,17,false
gossip,40,787,13,13,23,false
gossip,40,788,13,13,15,false
gossip,40,789,13,13,15,false
gossip,40,790,13,13,12,false
gossip,40,791,13,13,16,false
gossip,40,792,13,13,16,false
gossip,40,793,13,13,12,false
gossip,40,794,13,13,14,false
gossip,40,795,13,13,22,false
gossip,40,796,13,13,18,false
gossip,40,797,13,9,15,false
gossip,40,798,9,9,16,false
gossip,40,799,9,9,14,false
gossip,40,800,9,9,14,false
gossip,40,801,9,6,17,false
gossip,40,802,6,6,38,false
gossip,40,803,6,10,15,true
gossip,40,804,10,10,16,false
gossip,40,805,10,10,18,false
gossip,40,806,10,10,13,false
gossip,40,807,10,10,11,false
gossip,40,808,10,12,14,false
gossip,40,809,12,12,19,false
gossip,40,810,10,10,45,false
gossip,40,811,10,10,18,false
gossip,40,812,10,10,16,false
gossip,40,813,10,10,21,false
gossip,40,814,10,10,55,false
gossip,40,815,12,12,20,false
gossip,40,816,12,12,59,false
gossip,40,817,14,14,18,false
gossip,40,818,14,14,22,false
gossip,40,819,14,16,22,false
gossip,40,820,16,16,18,false
gossip,40,821,16,16,15,false
gossip,40,822,16,16,13,false
gossip,40,823,16,18,12,false
gossip,40,824,16,16,16,false
gossip,40,825,16,16,16,false
gossip,40,826,16,16,11,false
gossip,40,827,16,16,14,false
gossip,40,828,14,14,16,false
SUMMARY mode=gossip n=40 decisions=829 considered=829 nones=0 mean_us=39.8 p50_us=25 p95_us=81 p99_us=162 mean_staleness=0.264 misroute_rate=0.0314
# SUMMARY mode=gossip n=40 decisions=829 considered=829 nones=0 mean_us=39.8 p50_us=25 p95_us=81 p99_us=162 mean_staleness=0.264 misroute_rate=0.0314
